Ugur,Year,State,Variable,Value
"13.Hünärmenlik, ylmy we tehniki işler",2020,Döwlet dahylsyz,Kabul edilen ÝBI sany,527.0
"13.Hünärmenlik, ylmy we tehniki işler",2020,JEMI,Işgärleriň sany,24800.0
"13.Hünärmenlik, ylmy we tehniki işler",2020,JEMI,Ý.B. Işgärleriň sany,9497.0
"13.Hünärmenlik, ylmy we tehniki işler",2020,JEMI,Kabul edilen ÝBI sany,2234.0
"13.Hünärmenlik, ylmy we tehniki işler",2020,JEMI,Ugurlar boýunça Ý.B. Işgärler göterimde %,
"13.Hünärmenlik, ylmy we tehniki işler",2020,JEMI,Pensiýa ýaşyna ýetenleriň takmynan sany,215.0
"13.Hünärmenlik, ylmy we tehniki işler",2020,JEMI,ÝOM tamamlanlar,200.0
"13.Hünärmenlik, ylmy we tehniki işler",2020,JEMI,Daşary ýurdy tamamlap ykrar edilenler,287.0
"13.Hünärmenlik, ylmy we tehniki işler",2020,JEMI,ÝOM kwota,375.0
"13.Hünärmenlik, ylmy we tehniki işler",2020,JEMI,Döredilen ýuridik şahslar,54.0
"13.Hünärmenlik, ylmy we tehniki işler",2020,JEMI,Hususy telekeçilikde işleýän telekeçileriň sany,639.0
"13.Hünärmenlik, ylmy we tehniki işler",2020,JEMI,Ortaça aýlyk haky,1931.0
14.Administratiw we kömekçi işler, 2020,Döwlet,Işe kabul edilenleriň sany,5900.0
14.Administratiw we kömekçi işler, 2020,Döwlet,Ý.B. Işgärleriň sany,1008.0
14.Administratiw we kömekçi işler,2020,Döwlet,Işgärleriň sany,21000.0
14.Administratiw we kömekçi işler,2020,Döwlet,Işden çykanlaryň sany,5500.0
14.Administratiw we kömekçi işler,2020,Döwlet,Ý.B. Işgärler göterimde %,
14.Administratiw we kömekçi işler,2020,Döwlet,Kabul edilen ÝBI sany,283.0
14.Administratiw we kömekçi işler,2020,Döwlet dahylsyz,Işgärleriň sany,2600.0
14.Administratiw we kömekçi işler,2020,Döwlet dahylsyz,Işe kabul edilenleriň sany,2300.0
14.Administratiw we kömekçi işler,2020,Döwlet dahylsyz,Işden çykanlaryň sany,2200.0
14.Administratiw we kömekçi işler,2020,Döwlet dahylsyz,Ý.B. Işgärler göterimde %,
14.Administratiw we kömekçi işler,2020,Döwlet dahylsyz,Ý.B. Işgärleriň sany,515.0
14.Administratiw we kömekçi işler,2020,Döwlet dahylsyz,Kabul edilen ÝBI sany,455.0
14.Administratiw we kömekçi işler,2020,JEMI,Işgärleriň sany,23600.0
14.Administratiw we kömekçi işler,2020,JEMI,Ý.B. Işgärleriň sany,1523.0
14.Administratiw we kömekçi işler,2020,JEMI,Kabul edilen ÝBI sany,739.0
14.Administratiw we kömekçi işler,2020,JEMI,Ugurlar boýunça Ý.B. Işgärler göterimde %,
14.Administratiw we kömekçi işler,2020,JEMI,Pensiýa ýaşyna ýetenleriň takmynan sany,35.0
14.Administratiw we kömekçi işler,2020,JEMI,ÝOM tamamlanlar,100.0
14.Administratiw we kömekçi işler,2020,JEMI,Daşary ýurdy tamamlap ykrar edilenler,166.0
14.Administratiw we kömekçi işler,2020,JEMI,ÝOM kwota,225.0
14.Administratiw we kömekçi işler,2020,JEMI,Döredilen ýuridik şahslar,36.0
14.Administratiw we kömekçi işler,2020,JEMI,Hususy telekeçilikde işleýän telekeçileriň sany,1154.0
14.Administratiw we kömekçi işler,2020,JEMI,Ortaça aýlyk haky,1675.0
15.Döwlet dolandyryşy we goranmak; hökmany durmuş üpjünçilik, 2020,Döwlet,Işe kabul edilenleriň sany,4500.0
15.Döwlet dolandyryşy we goranmak; hökmany durmuş üpjünçilik, 2020,Döwlet,Ý.B. Işgärleriň sany,19199.0
15.Döwlet dolandyryşy we goranmak; hökmany durmuş üpjünçilik,2020,Döwlet,Işgärleriň sany,46600.0
15.Döwlet dolandyryşy we goranmak; hökmany durmuş üpjünçilik,2020,Döwlet,Işden çykanlaryň sany,4000.0
15.Döwlet dolandyryşy we goranmak; hökmany durmuş üpjünçilik,2020,Döwlet,Ý.B. Işgärler göterimde %,
15.Döwlet dolandyryşy we goranmak; hökmany durmuş üpjünçilik,2020,Döwlet,Kabul edilen ÝBI sany,1854.0
15.Döwlet dolandyryşy we goranmak; hökmany durmuş üpjünçilik,2020,Döwlet dahylsyz,Ý.B. Işgärleriň sany,0.0
15.Döwlet dolandyryşy we goranmak; hökmany durmuş üpjünçilik,2020,Döwlet dahylsyz,Kabul edilen ÝBI sany,0.0
15.Döwlet dolandyryşy we goranmak; hökmany durmuş üpjünçilik,2020,JEMI,Işgärleriň sany,46600.0
15.Döwlet dolandyryşy we goranmak; hökmany durmuş üpjünçilik,2020,JEMI,Ý.B. Işgärleriň sany,19199.0
15.Döwlet dolandyryşy we goranmak; hökmany durmuş üpjünçilik,2020,JEMI,Kabul edilen ÝBI sany,1854.0
15.Döwlet dolandyryşy we goranmak; hökmany durmuş üpjünçilik,2020,JEMI,Ugurlar boýunça Ý.B. Işgärler göterimde %,
15.Döwlet dolandyryşy we goranmak; hökmany durmuş üpjünçilik,2020,JEMI,Pensiýa ýaşyna ýetenleriň takmynan sany,435.0
15.Döwlet dolandyryşy we goranmak; hökmany durmuş üpjünçilik,2020,JEMI,ÝOM tamamlanlar,200.0
15.Döwlet dolandyryşy we goranmak; hökmany durmuş üpjünçilik,2020,JEMI,Daşary ýurdy tamamlap ykrar edilenler,72.0
15.Döwlet dolandyryşy we goranmak; hökmany durmuş üpjünçilik,2020,JEMI,ÝOM kwota,284.0
15.Döwlet dolandyryşy we goranmak; hökmany durmuş üpjünçilik,2020,JEMI,Döredilen ýuridik şahslar,4.0
15.Döwlet dolandyryşy we goranmak; hökmany durmuş üpjünçilik,2020,JEMI,Ortaça aýlyk haky,2369.0
16.Bilim, 2020,Döwlet,Işe kabul edilenleriň sany,11800.0
16.Bilim, 2020,Döwlet,Ý.B. Işgärleriň sany,66541.0
16.Bilim,2020,Döwlet,Işgärleriň sany,176500.0
16.Bilim,2020,Döwlet,Işden çykanlaryň sany,8300.0
16.Bilim,2020,Döwlet,Ý.B. Işgärler göterimde %,
16.Bilim,2020,Döwlet,Kabul edilen ÝBI sany,4449.0
16.Bilim,2020,Döwlet dahylsyz,Işgärleriň sany,500.0
16.Bilim,2020,Döwlet dahylsyz,Işe kabul edilenleriň sany,200.0
16.Bilim,2020,Döwlet dahylsyz,Işden çykanlaryň sany,200.0
16.Bilim,2020,Döwlet dahylsyz,Ý.B. Işgärler göterimde %,
16.Bilim,2020,Döwlet dahylsyz,Ý.B. Işgärleriň sany,344.0
16.Bilim,2020,Döwlet dahylsyz,Kabul edilen ÝBI sany,138.0
16.Bilim,2020,JEMI,Işgärleriň sany,177000.0
16.Bilim,2020,JEMI,Ý.B. Işgärleriň sany,66885.0
16.Bilim,2020,JEMI,Kabul edilen ÝBI sany,4586.0
16.Bilim,2020,JEMI,Ugurlar boýunça Ý.B. Işgärler göterimde %,
16.Bilim,2020,JEMI,Pensiýa ýaşyna ýetenleriň takmynan sany,1515.0
16.Bilim,2020,JEMI,ÝOM tamamlanlar,2400.0
16.Bilim,2020,JEMI,Daşary ýurdy tamamlap ykrar edilenler,547.0
16.Bilim,2020,JEMI,ÝOM kwota,3906.0
16.Bilim,2020,JEMI,Döredilen ýuridik şahslar,23.0
16.Bilim,2020,JEMI,Ortaça aýlyk haky,1945.0
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek, 2020,Döwlet,Işe kabul edilenleriň sany,5100.0
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek, 2020,Döwlet,Ý.B. Işgärleriň sany,12832.0
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek,2020,Döwlet,Işgärleriň sany,57800.0
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek,2020,Döwlet,Işden çykanlaryň sany,4700.0
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek,2020,Döwlet,Ý.B. Işgärler göterimde %,
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek,2020,Döwlet,Kabul edilen ÝBI sany,1132.0
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek,2020,Döwlet dahylsyz,Ý.B. Işgärler göterimde %,
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek,2020,Döwlet dahylsyz,Ý.B. Işgärleriň sany,0.0
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek,2020,Döwlet dahylsyz,Kabul edilen ÝBI sany,0.0
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek,2020,JEMI,Işgärleriň sany,57800.0
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek,2020,JEMI,Ý.B. Işgärleriň sany,12832.0
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek,2020,JEMI,Kabul edilen ÝBI sany,1132.0
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek,2020,JEMI,Ugurlar boýunça Ý.B. Işgärler göterimde %,
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek,2020,JEMI,Pensiýa ýaşyna ýetenleriň takmynan sany,291.0
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek,2020,JEMI,ÝOM tamamlanlar,600.0
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek,2020,JEMI,Daşary ýurdy tamamlap ykrar edilenler,191.0
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek,2020,JEMI,ÝOM kwota,1000.0
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek,2020,JEMI,Döredilen ýuridik şahslar,4.0
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek,2020,JEMI,Ortaça aýlyk haky,1841.0
"18.Sungat, dynç alyş we göwün açyş ", 2020,Döwlet,Işe kabul edilenleriň sany,4300.0
"18.Sungat, dynç alyş we göwün açyş ", 2020,Döwlet,Ý.B. Işgärleriň sany,5084.0
"18.Sungat, dynç alyş we göwün açyş ",2020,Döwlet,Işgärleriň sany,22900.0
"18.Sungat, dynç alyş we göwün açyş ",2020,Döwlet,Işden çykanlaryň sany,4000.0
"18.Sungat, dynç alyş we göwün açyş ",2020,Döwlet,Ý.B. Işgärler göterimde %,
"18.Sungat, dynç alyş we göwün açyş ",2020,Döwlet,Kabul edilen ÝBI sany,955.0
"18.Sungat, dynç alyş we göwün açyş ",2020,Döwlet dahylsyz,Işgärleriň sany,400.0
"18.Sungat, dynç alyş we göwün açyş ",2020,Döwlet dahylsyz,Işe kabul edilenleriň sany,200.0
"18.Sungat, dynç alyş we göwün açyş ",2020,Döwlet dahylsyz,Işden çykanlaryň sany,200.0
"18.Sungat, dynç alyş we göwün açyş ",2020,Döwlet dahylsyz,Ý.B. Işgärler göterimde %,
"18.Sungat, dynç alyş we göwün açyş ",2020,Döwlet dahylsyz,Ý.B. Işgärleriň sany,100.0
"18.Sungat, dynç alyş we göwün açyş ",2020,Döwlet dahylsyz,Kabul edilen ÝBI sany,50.0
"18.Sungat, dynç alyş we göwün açyş ",2020,JEMI,Işgärleriň sany,23300.0
"18.Sungat, dynç alyş we göwün açyş ",2020,JEMI,Ý.B. Işgärleriň sany,5184.0
"18.Sungat, dynç alyş we göwün açyş ",2020,JEMI,Kabul edilen ÝBI sany,1005.0
"18.Sungat, dynç alyş we göwün açyş ",2020,JEMI,Ugurlar boýunça Ý.B. Işgärler göterimde %,
"18.Sungat, dynç alyş we göwün açyş ",2020,JEMI,Pensiýa ýaşyna ýetenleriň takmynan sany,117.0
"18.Sungat, dynç alyş we göwün açyş ",2020,JEMI,ÝOM tamamlanlar,450.0
"18.Sungat, dynç alyş we göwün açyş ",2020,JEMI,Daşary ýurdy tamamlap ykrar edilenler,19.0
"18.Sungat, dynç alyş we göwün açyş ",2020,JEMI,ÝOM kwota,1136.0
"18.Sungat, dynç alyş we göwün açyş ",2020,JEMI,Döredilen ýuridik şahslar,11.0
"18.Sungat, dynç alyş we göwün açyş ",2020,JEMI,Ortaça aýlyk haky,1605.0
19.Gaýry hyzmat ediş işler, 2020,Döwlet,Işe kabul edilenleriň sany,400.0
19.Gaýry hyzmat ediş işler, 2020,Döwlet,Ý.B. Işgärleriň sany,1017.0
19.Gaýry hyzmat ediş işler,2020,Döwlet,Işgärleriň sany,2600.0
19.Gaýry hyzmat ediş işler,2020,Döwlet,Işden çykanlaryň sany,400.0
19.Gaýry hyzmat ediş işler,2020,Döwlet,Ý.B. Işgärler göterimde %,
19.Gaýry hyzmat ediş işler,2020,Döwlet,Kabul edilen ÝBI sany,156.0
19.Gaýry hyzmat ediş işler,2020,Döwlet dahylsyz,Işgärleriň sany,600.0
19.Gaýry hyzmat ediş işler,2020,Döwlet dahylsyz,Işe kabul edilenleriň sany,200.0
19.Gaýry hyzmat ediş işler,2020,Döwlet dahylsyz,Işden çykanlaryň sany,100.0
19.Gaýry hyzmat ediş işler,2020,Döwlet dahylsyz,Ý.B. Işgärler göterimde %,
19.Gaýry hyzmat ediş işler,2020,Döwlet dahylsyz,Ý.B. Işgärleriň sany,1.0
19.Gaýry hyzmat ediş işler,2020,Döwlet dahylsyz,Kabul edilen ÝBI sany,0.0
19.Gaýry hyzmat ediş işler,2020,JEMI,Işgärleriň sany,3200.0
19.Gaýry hyzmat ediş işler,2020,JEMI,Ý.B. Işgärleriň sany,1018.0
19.Gaýry hyzmat ediş işler,2020,JEMI,Kabul edilen ÝBI sany,157.0
19.Gaýry hyzmat ediş işler,2020,JEMI,Ugurlar boýunça Ý.B. Işgärler göterimde %,
19.Gaýry hyzmat ediş işler,2020,JEMI,Pensiýa ýaşyna ýetenleriň takmynan sany,23.0
19.Gaýry hyzmat ediş işler,2020,JEMI,Daşary ýurdy tamamlap ykrar edilenler,3.0
19.Gaýry hyzmat ediş işler,2020,JEMI,Döredilen ýuridik şahslar,9.0
19.Gaýry hyzmat ediş işler,2020,JEMI,Hususy telekeçilikde işleýän telekeçileriň sany,1499.0
19.Gaýry hyzmat ediş işler,2020,JEMI,Ortaça aýlyk haky,1677.0
20.Işleriň gaýry görnüşleri , 2020,Döwlet,Ý.B. Işgärleriň sany,0.0
20.Işleriň gaýry görnüşleri ,2020,Döwlet,Kabul edilen ÝBI sany,0.0
20.Işleriň gaýry görnüşleri ,2020,Döwlet dahylsyz,Ý.B. Işgärleriň sany,0.0
20.Işleriň gaýry görnüşleri ,2020,Döwlet dahylsyz,Kabul edilen ÝBI sany,0.0
20.Işleriň gaýry görnüşleri ,2020,JEMI,Işgärleriň sany,0.0
20.Işleriň gaýry görnüşleri ,2020,JEMI,Ý.B. Işgärleriň sany,0.0
20.Işleriň gaýry görnüşleri ,2020,JEMI,Kabul edilen ÝBI sany,0.0
20.Işleriň gaýry görnüşleri ,2020,JEMI,Döredilen ýuridik şahslar,9.0
20.Işleriň gaýry görnüşleri ,2020,JEMI,Hususy telekeçilikde işleýän telekeçileriň sany,1748.0
Jemi, 2022,Döwlet,Işe kabul edilenleriň sany,113800.0
Jemi, 2022,Döwlet,Ý.B. Işgärleriň sany,157465.0
Jemi,2022,Döwlet,Işgärleriň sany,669200.0
Jemi,2022,Döwlet,Işden çykanlaryň sany,96600.0
Jemi,2022,Döwlet,Ý.B. Işgärler göterimde %,
Jemi,2022,Döwlet,Kabul edilen ÝBI sany,22704.0
Jemi,2022,Döwlet dahylsyz,Işgärleriň sany,130500.0
Jemi,2022,Döwlet dahylsyz,Işe kabul edilenleriň sany,72300.0
Jemi,2022,Döwlet dahylsyz,Işden çykanlaryň sany,65000.0
Jemi,2022,Döwlet dahylsyz,Ý.B. Işgärler göterimde %,
Jemi,2022,Döwlet dahylsyz,Ý.B. Işgärleriň sany,23970.0
Jemi,2022,Döwlet dahylsyz,Kabul edilen ÝBI sany,13041.0
Jemi,2022,JEMI,Işgärleriň sany,799700.0
Jemi,2022,JEMI,Ý.B. Işgärleriň sany,181436.0
Jemi,2022,JEMI,Kabul edilen ÝBI sany,35745.0
Jemi,2022,JEMI,Ugurlar boýunça Ý.B. Işgärler göterimde %,
Jemi,2022,JEMI,Pensiýa ýaşyna ýetenleriň takmynan sany,5100.0
Jemi,2022,JEMI,ÝOM tamamlanlar,8200.0
Jemi,2022,JEMI,Daşary ýurdy tamamlap ykrar edilenler,5537.0
Jemi,2022,JEMI,ÝOM kwota,14984.0
Jemi,2022,JEMI,Döredilen ýuridik şahslar,1468.0
Jemi,2022,JEMI,Hususy telekeçilikde işleýän telekeçileriň sany,96074.0
Jemi,2022,JEMI,Ortaça aýlyk haky,2216.0
"1.Оba hojalygy, tokaý hojalygy we balyk tutmak", 2022,Döwlet,Işe kabul edilenleriň sany,13700.0
"1.Оba hojalygy, tokaý hojalygy we balyk tutmak", 2022,Döwlet,Ý.B. Işgärleriň sany,2299.0
"1.Оba hojalygy, tokaý hojalygy we balyk tutmak",2022,Döwlet,Işgärleriň sany,29100.0
"1.Оba hojalygy, tokaý hojalygy we balyk tutmak",2022,Döwlet,Işden çykanlaryň sany,13900.0
"1.Оba hojalygy, tokaý hojalygy we balyk tutmak",2022,Döwlet,Ý.B. Işgärler göterimde %,
"1.Оba hojalygy, tokaý hojalygy we balyk tutmak",2022,Döwlet,Kabul edilen ÝBI sany,1082.0
"1.Оba hojalygy, tokaý hojalygy we balyk tutmak",2022,Döwlet dahylsyz,Işgärleriň sany,13800.0
"1.Оba hojalygy, tokaý hojalygy we balyk tutmak",2022,Döwlet dahylsyz,Işe kabul edilenleriň sany,3300.0
"1.Оba hojalygy, tokaý hojalygy we balyk tutmak",2022,Döwlet dahylsyz,Işden çykanlaryň sany,3100.0
"1.Оba hojalygy, tokaý hojalygy we balyk tutmak",2022,Döwlet dahylsyz,Ý.B. Işgärler göterimde %,
"1.Оba hojalygy, tokaý hojalygy we balyk tutmak",2022,Döwlet dahylsyz,Ý.B. Işgärleriň sany,1256.0
"1.Оba hojalygy, tokaý hojalygy we balyk tutmak",2022,Döwlet dahylsyz,Kabul edilen ÝBI sany,300.0
"1.Оba hojalygy, tokaý hojalygy we balyk tutmak",2022,JEMI,Işgärleriň sany,42900.0
"1.Оba hojalygy, tokaý hojalygy we balyk tutmak",2022,JEMI,Ý.B. Işgärleriň sany,3555.0
"1.Оba hojalygy, tokaý hojalygy we balyk tutmak",2022,JEMI,Kabul edilen ÝBI sany,1383.0
"1.Оba hojalygy, tokaý hojalygy we balyk tutmak",2022,JEMI,Ugurlar boýunça Ý.B. Işgärler göterimde %,
"1.Оba hojalygy, tokaý hojalygy we balyk tutmak",2022,JEMI,Pensiýa ýaşyna ýetenleriň takmynan sany,100.0
"1.Оba hojalygy, tokaý hojalygy we balyk tutmak",2022,JEMI,ÝOM tamamlanlar,600.0
"1.Оba hojalygy, tokaý hojalygy we balyk tutmak",2022,JEMI,Daşary ýurdy tamamlap ykrar edilenler,28.0
"1.Оba hojalygy, tokaý hojalygy we balyk tutmak",2022,JEMI,ÝOM kwota,1000.0
"1.Оba hojalygy, tokaý hojalygy we balyk tutmak",2022,JEMI,Döredilen ýuridik şahslar,289.0
"1.Оba hojalygy, tokaý hojalygy we balyk tutmak",2022,JEMI,Hususy telekeçilikde işleýän telekeçileriň sany,5788.0
"1.Оba hojalygy, tokaý hojalygy we balyk tutmak",2022,JEMI,Ortaça aýlyk haky,1589.0
2.Magdan gazyp çykaryjy senagat we känleri işläp taýýarlamak, 2022,Döwlet,Işe kabul edilenleriň sany,3500.0
2.Magdan gazyp çykaryjy senagat we känleri işläp taýýarlamak, 2022,Döwlet,Ý.B. Işgärleriň sany,3464.0
2.Magdan gazyp çykaryjy senagat we känleri işläp taýýarlamak,2022,Döwlet,Işgärleriň sany,25100.0
2.Magdan gazyp çykaryjy senagat we känleri işläp taýýarlamak,2022,Döwlet,Işden çykanlaryň sany,5600.0
2.Magdan gazyp çykaryjy senagat we känleri işläp taýýarlamak,2022,Döwlet,Ý.B. Işgärler göterimde %,
2.Magdan gazyp çykaryjy senagat we känleri işläp taýýarlamak,2022,Döwlet,Kabul edilen ÝBI sany,483.0
2.Magdan gazyp çykaryjy senagat we känleri işläp taýýarlamak,2022,Döwlet dahylsyz,Işgärleriň sany,10400.0
2.Magdan gazyp çykaryjy senagat we känleri işläp taýýarlamak,2022,Döwlet dahylsyz,Işe kabul edilenleriň sany,2400.0
2.Magdan gazyp çykaryjy senagat we känleri işläp taýýarlamak,2022,Döwlet dahylsyz,Işden çykanlaryň sany,2700.0
2.Magdan gazyp çykaryjy senagat we känleri işläp taýýarlamak,2022,Döwlet dahylsyz,Ý.B. Işgärler göterimde %,
2.Magdan gazyp çykaryjy senagat we känleri işläp taýýarlamak,2022,Döwlet dahylsyz,Ý.B. Işgärleriň sany,2506.0
2.Magdan gazyp çykaryjy senagat we känleri işläp taýýarlamak,2022,Döwlet dahylsyz,Kabul edilen ÝBI sany,578.0
2.Magdan gazyp çykaryjy senagat we känleri işläp taýýarlamak,2022,JEMI,Işgärleriň sany,35500.0
2.Magdan gazyp çykaryjy senagat we känleri işläp taýýarlamak,2022,JEMI,Ý.B. Işgärleriň sany,5970.0
2.Magdan gazyp çykaryjy senagat we känleri işläp taýýarlamak,2022,JEMI,Kabul edilen ÝBI sany,1061.0
2.Magdan gazyp çykaryjy senagat we känleri işläp taýýarlamak,2022,JEMI,Ugurlar boýunça Ý.B. Işgärler göterimde %,
2.Magdan gazyp çykaryjy senagat we känleri işläp taýýarlamak,2022,JEMI,Pensiýa ýaşyna ýetenleriň takmynan sany,168.0
2.Magdan gazyp çykaryjy senagat we känleri işläp taýýarlamak,2022,JEMI,ÝOM tamamlanlar,650.0
2.Magdan gazyp çykaryjy senagat we känleri işläp taýýarlamak,2022,JEMI,Daşary ýurdy tamamlap ykrar edilenler,86.0
2.Magdan gazyp çykaryjy senagat we känleri işläp taýýarlamak,2022,JEMI,ÝOM kwota,800.0
2.Magdan gazyp çykaryjy senagat we känleri işläp taýýarlamak,2022,JEMI,Döredilen ýuridik şahslar,3.0
2.Magdan gazyp çykaryjy senagat we känleri işläp taýýarlamak,2022,JEMI,Ortaça aýlyk haky,3467.0
3.Işläp bejerýän önümçilikler, 2022,Döwlet,Işe kabul edilenleriň sany,16500.0
3.Işläp bejerýän önümçilikler, 2022,Döwlet,Ý.B. Işgärleriň sany,7102.0
3.Işläp bejerýän önümçilikler,2022,Döwlet,Işgärleriň sany,77200.0
3.Işläp bejerýän önümçilikler,2022,Döwlet,Işden çykanlaryň sany,15700.0
3.Işläp bejerýän önümçilikler,2022,Döwlet,Ý.B. Işgärler göterimde %,
3.Işläp bejerýän önümçilikler,2022,Döwlet,Kabul edilen ÝBI sany,1518.0
3.Işläp bejerýän önümçilikler,2022,Döwlet dahylsyz,Işgärleriň sany,23800.0
3.Işläp bejerýän önümçilikler,2022,Döwlet dahylsyz,Işe kabul edilenleriň sany,11800.0
3.Işläp bejerýän önümçilikler,2022,Döwlet dahylsyz,Işden çykanlaryň sany,10400.0
3.Işläp bejerýän önümçilikler,2022,Döwlet dahylsyz,Ý.B. Işgärler göterimde %,
3.Işläp bejerýän önümçilikler,2022,Döwlet dahylsyz,Ý.B. Işgärleriň sany,3641.0
3.Işläp bejerýän önümçilikler,2022,Döwlet dahylsyz,Kabul edilen ÝBI sany,1805.0
3.Işläp bejerýän önümçilikler,2022,JEMI,Işgärleriň sany,101000.0
3.Işläp bejerýän önümçilikler,2022,JEMI,Ý.B. Işgärleriň sany,10744.0
3.Işläp bejerýän önümçilikler,2022,JEMI,Kabul edilen ÝBI sany,3323.0
3.Işläp bejerýän önümçilikler,2022,JEMI,Ugurlar boýunça Ý.B. Işgärler göterimde %,
3.Işläp bejerýän önümçilikler,2022,JEMI,Pensiýa ýaşyna ýetenleriň takmynan sany,302.0
3.Işläp bejerýän önümçilikler,2022,JEMI,ÝOM tamamlanlar,200.0
3.Işläp bejerýän önümçilikler,2022,JEMI,Daşary ýurdy tamamlap ykrar edilenler,127.0
3.Işläp bejerýän önümçilikler,2022,JEMI,ÝOM kwota,400.0
3.Işläp bejerýän önümçilikler,2022,JEMI,Döredilen ýuridik şahslar,147.0
3.Işläp bejerýän önümçilikler,2022,JEMI,Hususy telekeçilikde işleýän telekeçileriň sany,5892.0
3.Işläp bejerýän önümçilikler,2022,JEMI,Ortaça aýlyk haky,1954.0
"4.Elektrik energiýasy, gaz, bug bilen üpjün etmek we howany kondisionirlemek", 2022,Döwlet,Işe kabul edilenleriň sany,4000.0
"4.Elektrik energiýasy, gaz, bug bilen üpjün etmek we howany kondisionirlemek", 2022,Döwlet,Ý.B. Işgärleriň sany,3163.0
"4.Elektrik energiýasy, gaz, bug bilen üpjün etmek we howany kondisionirlemek",2022,Döwlet,Işgärleriň sany,25100.0
"4.Elektrik energiýasy, gaz, bug bilen üpjün etmek we howany kondisionirlemek",2022,Döwlet,Işden çykanlaryň sany,3900.0
"4.Elektrik energiýasy, gaz, bug bilen üpjün etmek we howany kondisionirlemek",2022,Döwlet,Ý.B. Işgärler göterimde %,
"4.Elektrik energiýasy, gaz, bug bilen üpjün etmek we howany kondisionirlemek",2022,Döwlet,Kabul edilen ÝBI sany,504.0
"4.Elektrik energiýasy, gaz, bug bilen üpjün etmek we howany kondisionirlemek",2022,Döwlet dahylsyz,Ý.B. Işgärleriň sany,0.0
"4.Elektrik energiýasy, gaz, bug bilen üpjün etmek we howany kondisionirlemek",2022,Döwlet dahylsyz,Kabul edilen ÝBI sany,0.0
"4.Elektrik energiýasy, gaz, bug bilen üpjün etmek we howany kondisionirlemek",2022,JEMI,Işgärleriň sany,25100.0
"4.Elektrik energiýasy, gaz, bug bilen üpjün etmek we howany kondisionirlemek",2022,JEMI,Ý.B. Işgärleriň sany,3163.0
"4.Elektrik energiýasy, gaz, bug bilen üpjün etmek we howany kondisionirlemek",2022,JEMI,Kabul edilen ÝBI sany,504.0
"4.Elektrik energiýasy, gaz, bug bilen üpjün etmek we howany kondisionirlemek",2022,JEMI,Ugurlar boýunça Ý.B. Işgärler göterimde %,
"4.Elektrik energiýasy, gaz, bug bilen üpjün etmek we howany kondisionirlemek",2022,JEMI,Pensiýa ýaşyna ýetenleriň takmynan sany,89.0
"4.Elektrik energiýasy, gaz, bug bilen üpjün etmek we howany kondisionirlemek",2022,JEMI,ÝOM tamamlanlar,350.0
"4.Elektrik energiýasy, gaz, bug bilen üpjün etmek we howany kondisionirlemek",2022,JEMI,Daşary ýurdy tamamlap ykrar edilenler,11.0
"4.Elektrik energiýasy, gaz, bug bilen üpjün etmek we howany kondisionirlemek",2022,JEMI,ÝOM kwota,500.0
"4.Elektrik energiýasy, gaz, bug bilen üpjün etmek we howany kondisionirlemek",2022,JEMI,Ortaça aýlyk haky,2003.0
"5.Suw üpjünçiligi, galyndylary arassalamak, gaýtadan işlemek we ikinji çig maly almak", 2022,Döwlet,Işe kabul edilenleriň sany,1000.0
"5.Suw üpjünçiligi, galyndylary arassalamak, gaýtadan işlemek we ikinji çig maly almak", 2022,Döwlet,Ý.B. Işgärleriň sany,722.0
"5.Suw üpjünçiligi, galyndylary arassalamak, gaýtadan işlemek we ikinji çig maly almak",2022,Döwlet,Işgärleriň sany,12900.0
"5.Suw üpjünçiligi, galyndylary arassalamak, gaýtadan işlemek we ikinji çig maly almak",2022,Döwlet,Işden çykanlaryň sany,900.0
"5.Suw üpjünçiligi, galyndylary arassalamak, gaýtadan işlemek we ikinji çig maly almak",2022,Döwlet,Ý.B. Işgärler göterimde %,
"5.Suw üpjünçiligi, galyndylary arassalamak, gaýtadan işlemek we ikinji çig maly almak",2022,Döwlet,Kabul edilen ÝBI sany,56.0
"5.Suw üpjünçiligi, galyndylary arassalamak, gaýtadan işlemek we ikinji çig maly almak",2022,Döwlet dahylsyz,Işgärleriň sany,100.0
